,Unnamed: 0,Academic Year,Term,Subject,Course No.,Course Title,Instructor,GPA,A (%),A- (%),B+ (%),B (%),B- (%),C+ (%),C (%),C- (%),D+ (%),D (%),D- (%),F (%),Withdraws,Graded Enrollment,CRN,Credits,ratings,difficulties,num_ratings
239,239,2020-21,Spring,CS,5594,Blockchain Technologies,Hoang,3.95,83.3,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,21458,3,3.3,3.8,25.0
240,240,2021-22,Fall,CS,4124,Theory of Computation,Watson,2.25,33.3,0.0,0.0,8.3,8.3,8.3,8.3,0.0,0.0,8.3,0.0,25.0,1,12,83125,3,5.0,1.2,5.0
241,241,2021-22,Fall,CS,4824,Machine Learning,Wyatt,2.71,8.3,25.0,8.3,8.3,25.0,0.0,8.3,0.0,0.0,8.3,0.0,8.3,3,12,83140,3,3.5,4.8,5.0
242,242,2021-22,Fall,CS,5314,Programming Languages,Tilevich,3.87,66.7,25.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,93132,3,4.1,2.5,4.0
243,243,2021-22,Spring,CS,5590,System and Software Security,Yao,3.82,66.7,25.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,13426,3,4.0,3.0,1.0
244,244,2022-23,Fall,CS,5914,TS: Def Agnst ML-pwrd Adversry,Viswanath,3.72,50.0,16.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,90790,3,4.8,3.6,47.0
245,245,2022-23,Fall,CS,6404,Adv Topics Math S/W,Sandu,3.92,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,91132,3,3.1,3.6,10.0
246,246,2022-23,Spring,CS,6724,TS: RSRCH Topics in Data Vis,Yang,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,21674,3,1.3,5.0,14.0
247,247,2020-21,Spring,CS,2304,TS: Docker Containerization,Irwin,3.9,86.5,5.4,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,21392,1,4.5,3.5,2.0
248,248,2022-23,Spring,CS,2304,TS:App Development with Docker,Irwin,3.82,73.0,13.5,8.1,0.0,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2,37,13319,1,4.5,3.5,2.0
249,249,2018-19,Fall,CS,4234,Parallel Computation,Cameron,3.69,69.2,0.0,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13,82725,3,4.8,2.8,6.0
250,250,2018-19,Fall,CS,4284,Systems & Networking Capstone,Back,3.55,23.1,46.2,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,82727,3,3.4,4.5,18.0
251,251,2018-19,Fall,CS,5604,Info Storage and Ret,Jiang,3.92,84.6,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,82777,3,2.8,4.5,10.0
252,252,2018-19,Fall,CS,5724,Models of HCI,Harrison,3.88,84.6,7.7,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,82781,3,4.3,2.8,36.0
253,253,2019-20,Fall,CS,4984,SS: Compet Problem Solving II,Back,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,91614,3,3.4,4.5,18.0
254,254,2019-20,Spring,CS,4114,Formal Languages,Mohammed,3.61,30.8,23.1,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,13026,3,4.7,3.3,3.0
255,255,2020-21,Fall,CS,3654,Intro Data Analytics & Visual,Xing,3.52,15.4,38.5,30.8,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,83030,3,4.0,1.6,14.0
256,256,2020-21,Fall,CS,5214,Mod & Eval Comp Sys,Chen,3.66,46.2,15.4,30.8,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,83112,3,1.6,3.9,8.0
257,257,2020-21,Fall,CS,5774,User Interface Software,Luther,3.75,53.8,23.1,15.4,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,91217,3,5.0,3.5,4.0
258,258,2020-21,Spring,CS,6604,TS: Data Challenges Mach Learn,Lourentzou,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,21452,3,,,
259,259,2021-22,Fall,CS,2974,Independent Study,Ellis,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,83083,3,2.8,3.8,22.0
260,260,2021-22,Spring,CS,2164,Foundations Security Environ,Brantly,3.85,84.6,7.7,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,1,13,13218,3,5.0,2.4,3.0
261,261,2021-22,Spring,CS,5040,Intermed Data Struct/Algorithm,Edmison,3.9,84.6,7.7,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,13409,3,1.0,5.0,1.0
262,262,2021-22,Spring,CS,6524,Deep Learning,Xuan,3.6,46.2,38.5,0.0,0.0,0.0,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0,13,13505,3,4.4,1.3,18.0
263,263,2021-22,Spring,CS,3714,Mobile Software Development,Balci,2.71,7.7,15.4,15.4,0.0,38.5,0.0,7.7,7.7,0.0,0.0,0.0,7.7,0,13,21600,3,1.5,4.4,10.0
264,264,2022-23,Fall,CS,5764,Information Visualization,Jafari,3.72,61.5,15.4,7.7,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,91598,3,3.9,2.8,35.0
265,265,2022-23,Spring,CS,3754,Cloud Software Development,Balci,2.52,23.1,7.7,0.0,15.4,7.7,7.7,15.4,0.0,7.7,0.0,7.7,7.7,3,13,13401,3,1.5,4.4,10.0
266,266,2022-23,Spring,CS,4504,Computer Organization,Jian,3.22,30.8,23.1,0.0,7.7,15.4,7.7,15.4,0.0,0.0,0.0,0.0,0.0,0,13,13412,3,2.8,4.5,10.0
267,267,2022-23,Spring,CS,5560,Fundamentals of Info Security,Lou,3.67,61.5,15.4,0.0,15.4,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0,13,20468,3,2.3,3.3,4.0
268,268,2023-24,Fall,CS,2164,Foundations Security Environ,Suong,3.68,46.2,30.8,7.7,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,83329,3,4.9,2.5,4.0
269,269,2023-24,Fall,CS,5510,Multiprocessor Programming,Nikolopoulos,3.82,69.2,15.4,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,83490,3,3.6,4.0,7.0
270,270,2023-24,Fall,CS,5565,Network Arch and Protocols,Hasan,3.43,23.1,15.4,38.5,15.4,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,83497,3,4.0,3.0,2.0
271,271,2023-24,Fall,CS,6104,Adv Tops Theory Comp,Mantri,3.98,92.3,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,83583,3,2.8,3.0,28.0
272,272,2023-24,Fall,CS,4204,Computer Graphics,David-John,3.88,84.6,7.7,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,91141,3,5.0,2.0,1.0
273,273,2023-24,Fall,CS,6204,Advanced Topics in Systems,Lou,3.88,69.2,23.1,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,91301,3,2.3,3.3,4.0
274,274,2018-19,Fall,CS,4124,Theory of Computation,Watson,2.36,14.3,0.0,0.0,14.3,21.4,7.1,14.3,14.3,7.1,0.0,0.0,7.1,5,14,82724,3,5.0,1.2,5.0
275,275,2018-19,Fall,CS,5204,Operating Systems,Butt,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,82761,3,4.5,4.0,2.0
276,276,2018-19,Fall,CS,5984,SS: Social Computing,Mitra,3.71,64.3,14.3,7.1,7.1,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0,14,91105,3,3.5,3.6,66.0
277,277,2018-19,Spring,CS,6704,Software Eng Research,Meng,3.98,92.9,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,20180,3,5.0,2.1,14.0
278,278,2019-20,Fall,CS,6724,TS: HCI Outdoors,McCrickard,3.79,57.1,21.4,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,82993,3,4.5,3.4,15.0
279,279,2019-20,Fall,CS,5565,Network Arch and Protocols,Wang,3.73,42.9,42.9,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,90532,3,3.1,3.1,4.0
280,280,2019-20,Spring,CS,5704,Software Engineering,Meng,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,13156,3,5.0,2.1,14.0
281,281,2019-20,Spring,CS,5024,Ethics & Professionalism in CS,Ramakrishnan,3.74,50.0,28.6,14.3,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,19731,3,5.0,4.0,3.0
282,282,2019-20,Spring,CS,2164,Foundations Security Environ,Brantly,3.96,85.7,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,21035,3,5.0,2.4,3.0
283,283,2020-21,Fall,CS,4234,Parallel Computation,Feng,3.77,50.0,35.7,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,83040,3,5.0,3.0,1.0
284,284,2020-21,Fall,CS,5560,Fundamentals of Info Security,Park,3.41,28.6,35.7,14.3,7.1,7.1,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0,14,83121,3,5.0,2.9,6.0
285,285,2020-21,Fall,CS,4224,Linux Kernel Programming,Min,2.79,42.9,14.3,7.1,0.0,7.1,0.0,0.0,7.1,0.0,0.0,0.0,21.4,0,14,90905,3,4.9,3.3,6.0
286,286,2020-21,Fall,CS,6704,Adv Topics S/W Eng,Servant Cortes,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,91218,3,,,
287,287,2020-21,Spring,CS,5734,Soc Comp & Comp Support Coop,Tatar,3.71,50.0,14.3,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,20504,3,3.3,3.6,34.0
288,288,2021-22,Fall,CS,4784,Human-Computer Interact Capstn,Bowman,3.74,42.9,35.7,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,83138,3,3.3,3.2,28.0
289,289,2021-22,Fall,CS,5560,Fundamentals of Info Security,Stavrou,3.82,64.3,28.6,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,83219,3,5.0,3.5,101.0
290,290,2021-22,Fall,CS,6704,TS: Sftw Eng for Emerging Apps,Gulzar,3.39,42.9,21.4,14.3,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0,14,83308,3,0.0,0.0,0.0
291,291,2021-22,Spring,CS,3414,Numerical Methods,Onufriev,2.95,21.4,14.3,14.3,21.4,7.1,7.1,0.0,0.0,7.1,0.0,0.0,7.1,0,14,13281,3,1.0,5.0,1.0
292,292,2021-22,Spring,CS,6704,TS: Software Support Dist Syst,Tilevich,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,13509,3,4.1,2.5,4.0
293,293,2021-22,Spring,CS,5114,Theory of Algorithms,Cho,3.64,50.0,14.3,21.4,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,21400,3,3.9,2.6,9.0
294,294,2022-23,Fall,CS,3824,Intro Comp Bio Bioinformatics,Murali,2.84,35.7,0.0,7.1,7.1,14.3,0.0,28.6,0.0,0.0,0.0,0.0,7.1,2,14,83306,3,4.1,3.1,22.0
295,295,2022-23,Fall,CS,5560,Fundamentals of Info Security,Wang,3.81,57.1,28.6,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,83414,3,3.1,3.1,4.0
296,296,2022-23,Fall,CS,5525,Data Analytics,Skarzynski,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,91540,3,4.0,1.5,2.0
297,297,2022-23,Spring,CS,2164,Foundations Security Environ,Suong,3.49,57.1,7.1,14.3,0.0,0.0,14.3,7.1,0.0,0.0,0.0,0.0,0.0,0,14,13317,3,4.9,2.5,4.0
298,298,2023-24,Fall,CS,3314,Prog Lang Theory & Practice,Tilevich,3.62,78.6,0.0,7.1,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0,14,83366,3,4.1,2.5,4.0
299,299,2023-24,Fall,CS,4784,Human-Computer Interact Capstn,Yao,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,83408,3,4.0,3.0,1.0
300,300,2018-19,Fall,CS,4704,Software Engineering Capstone,Servant Cortes,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,82731,3,,,
301,301,2018-19,Fall,CS,5774,User Interface Software,Luther,3.65,53.3,26.7,6.7,6.7,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0,15,89538,3,5.0,3.5,4.0
302,302,2018-19,Spring,CS,5525,Data Analytics,Karpatne,3.61,26.7,40.0,20.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,12872,3,4.5,3.5,4.0
303,303,2019-20,Fall,CS,3604,Professionalism in Computing,Tatar,3.36,13.3,40.0,20.0,6.7,6.7,13.3,0.0,0.0,0.0,0.0,0.0,0.0,1,15,82824,3,3.3,3.6,34.0
304,304,2019-20,Fall,CS,6824,Adv Topics Comp Biol & Bioinfo,Zhang,3.94,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,82995,3,3.4,2.5,14.0
305,305,2019-20,Fall,CS,6524,Deep Learning,Huang,3.85,66.7,20.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,90950,3,1.5,4.5,9.0
306,306,2020-21,Fall,CS,5824,Advanced Machine Learning,Wang,3.96,86.7,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,83137,3,3.1,3.1,4.0
307,307,2020-21,Fall,CS,5834,Intro to Urban Computing,Ramakrishnan,3.81,53.3,33.3,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,83139,3,5.0,4.0,3.0
308,308,2020-21,Spring,CS,5040,Intermed Data Struct/Algorithm,Edmison,3.18,33.3,20.0,13.3,13.3,0.0,6.7,0.0,6.7,0.0,0.0,0.0,6.7,0,15,13282,3,1.0,5.0,1.0
309,309,2020-21,Spring,CS,5934,Capstone Project,Hooshangi,3.89,80.0,13.3,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,21231,3,5.0,1.0,1.0
310,310,2020-21,Spring,CS,4984,SS: Data-Centric Comp Capstone,Eldardiry,3.89,73.3,20.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,21394,3,0.0,0.0,0.0
311,311,2020-21,Spring,CS,5614,Database Management Systems,Gulzar,3.67,53.3,20.0,6.7,13.3,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,21457,3,0.0,0.0,0.0
312,312,2021-22,Fall,CS,3654,Intro Data Analytics & Visual,Xing,3.25,33.3,13.3,20.0,13.3,0.0,0.0,6.7,13.3,0.0,0.0,0.0,0.0,1,15,83114,3,4.0,1.6,14.0
313,313,2021-22,Fall,CS,3754,Cloud Software Development,Balci,3.15,40.0,6.7,26.7,0.0,6.7,0.0,6.7,6.7,0.0,0.0,0.0,6.7,2,15,92082,3,1.5,4.4,10.0
314,314,2021-22,Spring,CS,5024,Ethics & Professionalism in CS,Greening,3.79,40.0,53.3,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,13407,3,3.5,3.1,58.0
315,315,2021-22,Spring,CS,6604,TS: Hot Topics in Secty and AL,Viswanath,3.29,33.3,13.3,13.3,26.7,6.7,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0,15,13507,3,1.0,4.5,4.0
316,316,2022-23,Fall,CS,2164,Foundations Security Environ,Suong,3.74,80.0,6.7,0.0,0.0,6.7,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0,15,83246,3,4.9,2.5,4.0
317,317,2022-23,Fall,CS,3714,Mobile Software Development,Balci,3.41,20.0,20.0,40.0,13.3,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2,15,83297,3,1.5,4.4,10.0
318,318,2022-23,Fall,CS,4124,Theory of Computation,Watson,2.44,13.3,0.0,0.0,13.3,13.3,26.7,26.7,0.0,0.0,0.0,0.0,6.7,2,15,83310,3,5.0,1.2,5.0
319,319,2022-23,Fall,CS,4784,Human-Computer Interact Capstn,Bowman,3.65,26.7,40.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,83328,3,3.3,3.2,28.0
320,320,2022-23,Fall,CS,5584,Network Security,Chung,3.82,86.7,0.0,6.7,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0,15,83419,3,4.3,3.6,21.0
321,321,2022-23,Fall,CS,5714,Usability Engineering,Gabbard,3.98,93.3,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,83424,3,3.1,2.3,37.0
322,322,2022-23,Spring,CS,3654,Intro Data Analytics & Visual,Liu,2.93,46.7,13.3,13.3,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,20.0,1,15,13389,3,1.9,4.8,34.0
323,323,2023-24,Fall,CS,5704,Software Engineering,Balci,3.47,60.0,6.7,0.0,13.3,0.0,13.3,0.0,6.7,0.0,0.0,0.0,0.0,0,15,83503,3,1.5,4.4,10.0
324,324,2018-19,Fall,CS,6704,Adv Topics S/W Eng,Servant Cortes,3.98,93.8,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,89999,3,,,
325,325,2018-19,Spring,CS,5590,System and Software Security,Hicks,3.88,87.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,19519,3,0.0,0.0,0.0
326,326,2019-20,Fall,CS,6804,TS:Graph Machine Learning,Eldardiry,3.79,81.3,6.3,0.0,6.3,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0,16,91499,3,0.0,0.0,0.0
327,327,2019-20,Fall,CS,2114,Softw Des & Data Structures,Haqq,2.83,25.0,12.5,18.8,12.5,0.0,0.0,18.8,0.0,0.0,0.0,0.0,12.5,2,16,91724,3,3.3,4.8,42.0
328,328,2019-20,Spring,CS,5114,Theory of Algorithms,Cho,3.34,18.8,31.3,12.5,18.8,6.3,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0,16,20512,3,3.9,2.6,9.0
329,329,2020-21,Fall,CS,5834,Intro to Urban Computing,Ramakrishnan,3.79,62.5,18.8,12.5,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,83140,3,5.0,4.0,3.0
330,330,2020-21,Spring,CS,3654,Intro Data Analytics & Visual,Xing,3.38,37.5,25.0,12.5,12.5,6.3,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0,16,13163,3,4.0,1.6,14.0
331,331,2021-22,Fall,CS,4704,Software Engineering Capstone,Noller,3.28,25.0,25.0,12.5,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0,16,83137,3,2.3,4.5,34.0
332,332,2021-22,Fall,CS,4824,Machine Learning,Hilal,3.19,25.0,25.0,6.3,25.0,6.3,0.0,0.0,0.0,6.3,6.3,0.0,0.0,1,16,92728,3,4.3,2.1,58.0
333,333,2021-22,Spring,CS,4884,Comp Bio & Bioinfo Capstone,Murali,2.98,25.0,12.5,12.5,25.0,0.0,0.0,12.5,6.3,0.0,0.0,0.0,6.3,1,16,20365,3,4.1,3.1,22.0
334,334,2022-23,Fall,CS,5525,Data Analytics,Jafari,3.46,37.5,12.5,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,83413,3,3.9,2.8,35.0
335,335,2022-23,Spring,CS,2164,Foundations Security Environ,Suong,3.96,87.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,13316,3,4.9,2.5,4.0
336,336,2022-23,Spring,CS,5525,Data Analytics,Jafari,3.38,18.8,25.0,31.3,6.3,12.5,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0,16,13536,3,3.9,2.8,35.0
337,337,2022-23,Spring,CS,5560,Fundamentals of Info Security,Lou,3.67,43.8,25.0,18.8,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,20466,3,2.3,3.3,4.0
338,338,2022-23,Spring,CS,6804,TS: Multimodal Vision,Thomas,3.9,75.0,18.8,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,21715,3,4.0,3.1,65.0
339,339,2022-23,Spring,CS,5594,Blockchain Technologies,Hoang,3.74,37.5,43.8,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,22027,3,3.3,3.8,25.0
340,340,2023-24,Fall,CS,3724,Human-Computr Intrctn,Kulak,2.82,0.0,18.8,25.0,6.3,18.8,6.3,12.5,12.5,0.0,0.0,0.0,0.0,0,16,83381,3,1.5,3.9,8.0
341,341,2023-24,Fall,CS,3824,Intro Comp Bio Bioinformatics,Zhang,3.86,68.8,18.8,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,83386,3,3.4,2.5,14.0
342,342,2023-24,Fall,CS,5934,Capstone Project,Cameron,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,91572,3,4.8,2.8,6.0
343,343,2019-20,Fall,CS,5204,Operating Systems,Butt,3.89,70.6,23.5,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,82900,3,4.5,4.0,2.0
344,344,2019-20,Fall,CS,4984,Mod C++ Programming,Back,3.69,82.4,5.9,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2,17,90109,3,3.4,4.5,18.0
345,345,2019-20,Spring,CS,1054,Intro to Programming in Java,Barnette,2.95,11.8,29.4,5.9,5.9,23.5,11.8,5.9,0.0,0.0,0.0,0.0,5.9,0,17,12914,3,2.0,4.1,51.0
346,346,2019-20,Spring,CS,4824,Machine Learning,Karpatne,3.25,47.1,5.9,17.6,5.9,0.0,11.8,5.9,0.0,0.0,0.0,0.0,5.9,0,17,13040,3,4.5,3.5,4.0
347,347,2020-21,Fall,CS,4124,Theory of Computation,Watson,2.28,11.8,5.9,0.0,11.8,5.9,17.6,11.8,11.8,0.0,23.5,0.0,0.0,2,17,83039,3,5.0,1.2,5.0
348,348,2020-21,Fall,CS,5045,Computation for Data Sciences,Heath,3.98,94.1,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,91162,3,5.0,2.6,29.0
349,349,2020-21,Spring,CS,5704,Software Engineering,Balci,3.72,41.2,41.2,5.9,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17,13305,3,1.5,4.4,10.0
350,350,2020-21,Spring,CS,5754,Virtual Environments,Bowman,3.44,17.6,41.2,23.5,5.9,5.9,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0,17,13308,3,3.3,3.2,28.0
351,351,2021-22,Fall,CS,6604,Adv Tops Data & Info,Lu,3.66,35.3,29.4,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,91265,3,3.2,2.9,16.0
352,352,2021-22,Fall,CS,6104,TS: Complex Networks,Heath,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,91302,3,5.0,2.6,29.0
353,353,2021-22,Spring,CS,5560,Fundamentals of Info Security,Lou,3.68,47.1,17.6,29.4,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,13422,3,2.3,3.3,4.0
354,354,2021-22,Spring,CS,3754,Cloud Software Development,Esakia,3.69,76.5,11.8,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,3,17,21603,3,4.5,1.5,2.0
355,355,2021-22,Spring,CS,5804,Intro Artificial Intelligence,Chen,3.73,52.9,23.5,11.8,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,21958,3,1.6,3.9,8.0
356,356,2022-23,Fall,CS,4234,Parallel Computation,Feng,3.21,23.5,23.5,11.8,17.6,17.6,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0,17,83316,3,5.0,3.0,1.0
357,357,2022-23,Fall,CS,5914,TS: Warehouse Scale Computing,Nikolopoulos,3.96,88.2,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17,90789,3,3.6,4.0,7.0
358,358,2022-23,Fall,CS,6804,TS: Multisource Mach Learning,Eldardiry,3.87,70.6,23.5,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,90792,3,0.0,0.0,0.0
359,359,2022-23,Spring,CS,5914,TS: Quantum Computation,Sikora,2.86,41.2,0.0,11.8,17.6,5.9,5.9,0.0,0.0,0.0,0.0,0.0,17.6,1,17,20670,3,3.9,2.5,41.0
360,360,2022-23,Spring,CS,6724,TS: Human-Al Interaction,Rho,3.96,94.1,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,20673,3,2.8,3.9,5.0
361,361,2022-23,Spring,CS,6804,TS: Mach Learning on Graphs,Zhou,3.75,52.9,29.4,5.9,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,20674,3,3.0,2.5,9.0
362,362,2023-24,Fall,CS,5584,Network Security,Cho,3.32,35.3,11.8,11.8,5.9,29.4,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0,17,83499,3,3.9,2.6,9.0
363,363,2023-24,Fall,CS,5704,Software Engineering,Kulczycki,3.3,35.3,17.6,5.9,29.4,5.9,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0,17,83505,3,3.0,3.4,3.0
364,364,2023-24,Fall,CS,5834,Intro to Urban Computing,Ramakrishnan,3.89,64.7,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,83515,3,5.0,4.0,3.0
365,365,2023-24,Fall,CS,5594,Blockchain Technologies,Gao,3.61,76.5,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0,17,91552,3,2.7,3.3,3.0
366,366,2021-22,Fall,CS,2304,TS: Kubernetes Programming,Irwin,3.65,71.2,11.5,3.8,3.8,3.8,0.0,0.0,1.9,0.0,0.0,0.0,3.8,4,52,93240,1,4.5,3.5,2.0
