,Unnamed: 0,Academic Year,Term,Subject,Course No.,Course Title,Instructor,GPA,A (%),A- (%),B+ (%),B (%),B- (%),C+ (%),C (%),C- (%),D+ (%),D (%),D- (%),F (%),Withdraws,Graded Enrollment,CRN,Credits,ratings,difficulties,num_ratings
367,367,2018-19,Fall,CS,4634,Design Of Information,Harrison,3.51,11.1,50.0,16.7,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,82730,3,4.3,2.8,36.0
368,368,2018-19,Fall,CS,5114,Theory of Algorithms,Murali,3.32,16.7,22.2,16.7,27.8,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,82760,3,4.1,3.1,22.0
369,369,2018-19,Spring,CS,5984,SS: Security Analytics,Viswanath,3.37,27.8,27.8,33.3,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,5.6,0,18,20248,3,4.8,3.6,47.0
370,370,2019-20,Fall,CS,5984,SS:  Intro to Deep Learning,Reddy,3.59,27.8,33.3,27.8,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,91014,3,3.5,3.4,14.0
371,371,2019-20,Spring,CS,3214,Computer Systems,Back,3.39,38.9,22.2,11.1,5.6,11.1,0.0,5.6,0.0,5.6,0.0,0.0,0.0,2,18,19677,3,3.4,4.5,18.0
372,372,2019-20,Spring,CS,5764,Information Visualization,Hooshangi,3.88,66.7,27.8,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,21660,3,5.0,1.0,1.0
373,373,2020-21,Fall,CS,5024,Ethics & Professionalism in CS,Lu,3.74,44.4,33.3,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,91921,3,3.2,2.9,16.0
374,374,2021-22,Fall,CS,2164,Foundations Security Environ,Villacis Calderon,3.22,44.4,16.7,16.7,0.0,5.6,5.6,0.0,0.0,0.0,0.0,0.0,11.1,0,18,83071,3,,,
375,375,2021-22,Fall,CS,4224,Linux Kernel Programming,Min,3.48,66.7,5.6,11.1,5.6,0.0,0.0,0.0,0.0,5.6,0.0,0.0,5.6,0,18,83126,3,4.9,3.3,6.0
376,376,2021-22,Spring,CS,2104,Intro to Problem Solving in CS,Emebo,2.95,27.8,16.7,5.6,27.8,0.0,0.0,5.6,0.0,0.0,5.6,5.6,5.6,0,18,13198,3,,,
377,377,2021-22,Spring,CS,4664,Data-Centric Computng Capstone,Elhamod,3.77,66.7,22.2,0.0,0.0,5.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0,18,20355,3,0.0,0.0,0.0
378,378,2021-22,Spring,CS,6204,TS: Computing and Social Good,Hasan,3.74,50.0,22.2,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,20449,3,4.0,3.0,2.0
379,379,2022-23,Fall,CS,4224,Linux Kernel Programming,Min,3.35,61.1,5.6,16.7,0.0,0.0,0.0,5.6,0.0,0.0,0.0,5.6,5.6,0,18,83315,3,4.9,3.3,6.0
380,380,2022-23,Fall,CS,5584,Network Security,Chung,3.98,94.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,83418,3,4.3,3.6,21.0
381,381,2022-23,Fall,CS,4704,Software Engineering Capstone,Subhas,3.87,77.8,5.6,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,91990,3,3.9,2.3,116.0
382,382,2022-23,Spring,CS,5934,Capstone Project,Mengistu,3.83,44.4,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,22056,3,0.0,0.0,0.0
383,383,2023-24,Fall,CS,2164,Foundations Security Environ,Brantly,3.59,72.2,11.1,0.0,5.6,0.0,5.6,0.0,0.0,0.0,0.0,0.0,5.6,0,18,83328,3,5.0,2.4,3.0
384,384,2023-24,Fall,CS,5914,TS: Secur Risk Gen Al,Viswanath,3.82,55.6,33.3,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,83518,3,1.0,3.6,47.0
385,385,2023-24,Fall,CS,6604,Adv Tops Data & Info,Lourentzou,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,83586,3,,,
386,386,2018-19,Fall,CS,3824,Intro Comp Bio Bioinformatics,Heath,3.27,26.3,21.1,10.5,15.8,10.5,5.3,10.5,0.0,0.0,0.0,0.0,0.0,1,19,82722,3,5.0,2.6,29.0
387,387,2019-20,Spring,CS,4884,Comp Bio & Bioinfo Capstone,Murali,3.74,57.9,15.8,21.1,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,13041,3,4.1,3.1,22.0
388,388,2020-21,Fall,CS,4824,Machine Learning,Wyatt,2.65,5.3,10.5,10.5,26.3,10.5,15.8,5.3,0.0,5.3,5.3,5.3,0.0,0,19,83051,3,3.5,4.8,5.0
389,389,2020-21,Spring,CS,6604,TS: CS Social Justice,Kafura,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,13389,3,4.7,2.7,3.0
390,390,2021-22,Spring,CS,5234,Advanced Parallel Computation,Sandu,3.72,63.2,5.3,21.1,5.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,13413,3,3.1,3.6,10.0
391,391,2022-23,Fall,CS,2164,Foundations Security Environ,Simpson,3.88,73.7,15.8,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19,83247,3,4.0,3.0,5.0
392,392,2022-23,Fall,CS,4984,SS: Social Persp on Computing,Kafura,3.72,31.6,52.6,10.5,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,91624,3,4.7,2.7,3.0
393,393,2022-23,Spring,CS,3724,Human-Computr Intrctn,Hassan,3.88,68.4,26.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,19,13397,3,3.7,3.8,6.0
394,394,2022-23,Spring,CS,5024,Ethics & Professionalism in CS,Greening,3.63,31.6,47.4,5.3,10.5,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0,19,20657,3,3.5,3.1,58.0
395,395,2023-24,Fall,CS,5244,Web Application Development,Kulczycki,3.56,73.7,0.0,5.3,5.3,10.5,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0,19,83482,3,3.0,3.4,3.0
396,396,2023-24,Fall,CS,5804,Intro Artificial Intelligence,Chen,3.81,63.2,21.1,10.5,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,91166,3,1.6,3.9,8.0
397,397,2018-19,Fall,CS,3654,Intro Data Analytics & Visual,Hauck,3.52,40.0,25.0,5.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,82714,3,3.8,2.9,45.0
398,398,2018-19,Fall,CS,3654,Intro Data Analytics & Visual,Lucero,3.53,50.0,10.0,10.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,82715,3,3.5,4.1,9.0
399,399,2018-19,Fall,CS,4254,Network Arch Prog,Viswanath,2.92,10.0,0.0,5.0,45.0,25.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,1,20,89911,3,4.8,4.5,4.0
400,400,2018-19,Fall,CS,4604,Int Data Base Mgt Sys,Prakash,3.07,15.0,20.0,25.0,15.0,10.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,3,20,89969,3,2.0,4.0,1.0
401,401,2018-19,Spring,CS,5754,Virtual Environments,Gracanin,3.74,50.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,12885,3,1.6,4.4,7.0
402,402,2019-20,Fall,CS,4124,Theory of Computation,Watson,2.16,0.0,0.0,5.0,20.0,15.0,5.0,20.0,20.0,5.0,0.0,10.0,0.0,2,20,82837,3,5.0,1.2,5.0
403,403,2019-20,Fall,CS,5984,SS: Intro to Deep Learning,Reddy,3.84,55.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,91040,3,3.5,3.4,14.0
404,404,2019-20,Spring,CS,5754,Virtual Environments,Bowman,3.66,35.0,40.0,15.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,13159,3,3.3,3.2,28.0
405,405,2019-20,Spring,CS,6804,TS: Causal Reasoning,Huang,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,19698,3,1.5,4.5,9.0
406,406,2019-20,Spring,CS,6604,Adv Tops Data & Info,Reddy,3.91,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20614,3,3.5,3.4,14.0
407,407,2020-21,Fall,CS,5525,Data Analytics,Reddy,3.76,35.0,55.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,92036,3,3.5,3.4,14.0
408,408,2020-21,Spring,CS,2164,Foundations Security Environ,Suong,3.65,50.0,25.0,10.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3,20,21497,3,4.9,2.5,4.0
409,409,2020-21,Spring,CS,3654,Intro Data Analytics & Visual,North,3.47,50.0,10.0,20.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,20,21831,3,4.0,2.8,41.0
410,410,2022-23,Fall,CS,6604,TS:Natural Language Processing,Huang,3.95,85.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,90793,3,1.5,4.5,9.0
411,411,2022-23,Spring,CS,5024,Ethics & Professionalism in CS,Greening,3.82,55.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,13521,3,3.5,3.1,58.0
412,412,2022-23,Spring,CS,3274,Software Reverse Engineering,Howe,3.15,25.0,20.0,20.0,10.0,10.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,5,20,21266,3,4.6,3.0,57.0
413,413,2023-24,Fall,CS,3724,Human-Computr Intrctn,McCrickard,3.72,75.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,20,91150,3,4.5,3.4,15.0
414,414,2023-24,Fall,CS,4984,SS: Algorithms and Society,Dunlap,3.88,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,91825,3,5.0,1.0,4.0
415,415,2018-19,Fall,CS,5744,Software Design and Quality,Edwards,3.76,85.7,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0,21,82782,3,2.5,4.8,16.0
416,416,2018-19,Spring,CS,5714,Usability Engineering,McCrickard,3.83,71.4,23.8,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0,21,12883,3,4.5,3.4,15.0
417,417,2019-20,Fall,CS,4284,Systems & Networking Capstone,Butt,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,82842,3,4.5,4.0,2.0
418,418,2019-20,Fall,CS,5764,Information Visualization,Polys,3.8,52.4,38.1,4.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,82920,3,,,
419,419,2019-20,Fall,CS,5704,Software Engineering,Servant Cortes,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,90113,3,,,
420,420,2019-20,Fall,CS,5614,Database Management Systems,Lu,3.63,28.6,42.9,14.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,91029,3,3.2,2.9,16.0
421,421,2019-20,Spring,CS,3654,Intro Data Analytics & Visual,Mitra,3.86,66.7,23.8,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,13018,3,3.5,3.6,66.0
422,422,2020-21,Fall,CS,5114,Theory of Algorithms,Heath,3.66,47.6,33.3,4.8,4.8,4.8,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0,21,83110,3,5.0,2.6,29.0
423,423,2020-21,Spring,CS,5525,Data Analytics,Karpatne,3.39,9.5,33.3,23.8,28.6,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,13295,3,4.5,3.5,4.0
424,424,2021-22,Fall,CS,3824,Intro Comp Bio Bioinformatics,Heath,3.18,52.4,19.0,4.8,4.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,14.3,1,21,83122,3,5.0,2.6,29.0
425,425,2021-22,Fall,CS,5714,Usability Engineering,Gabbard,3.94,81.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,91809,3,3.8,2.3,37.0
426,426,2021-22,Fall,CS,3724,Human-Computr Intrctn,Kulak,3.51,47.6,19.0,9.5,9.5,4.8,0.0,4.8,4.8,0.0,0.0,0.0,0.0,0,21,92081,3,1.5,3.9,8.0
427,427,2021-22,Fall,CS,4984,SS: Open Source Intel Lab,Luther,3.66,61.9,23.8,0.0,4.8,0.0,0.0,4.8,0.0,4.8,0.0,0.0,0.0,0,21,92378,3,5.0,3.5,4.0
428,428,2022-23,Fall,CS,3724,Human-Computr Intrctn,Kulak,3.17,23.8,9.5,28.6,9.5,9.5,4.8,9.5,4.8,0.0,0.0,0.0,0.0,0,21,83302,3,1.5,3.9,8.0
429,429,2022-23,Fall,CS,5244,Web Application Development,Kulczycki,3.69,47.6,28.6,19.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0,21,83402,3,3.0,3.4,3.0
430,430,2022-23,Fall,CS,5834,Intro to Urban Computing,Ramakrishnan,3.19,19.0,4.8,19.0,33.3,19.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0,21,83432,3,5.0,4.0,3.0
431,431,2022-23,Fall,CS,4284,Systems & Networking Capstone,Butt,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,90780,3,4.5,4.0,2.0
432,432,2022-23,Fall,CS,5824,Advanced Machine Learning,Jones,3.8,61.9,23.8,4.8,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,92111,3,3.3,4.0,21.0
433,433,2022-23,Spring,CS,3714,Mobile Software Development,Edmison,3.48,52.4,19.0,9.5,4.8,4.8,0.0,4.8,0.0,0.0,0.0,0.0,4.8,1,21,13395,3,1.0,5.0,1.0
434,434,2023-24,Fall,CS,5204,Operating Systems,Li,3.76,52.4,23.8,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,83478,3,3.0,4.0,18.0
435,435,2023-24,Fall,CS,5744,Software Design and Quality,Edmison,3.99,95.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,83508,3,1.0,5.0,1.0
436,436,2018-19,Fall,CS,6804,AT:Machine Lrnng Meets Physics,Karpatne,3.95,90.9,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,90786,3,4.5,3.5,4.0
437,437,2018-19,Spring,CS,4284,Systems & Networking Capstone,Cameron,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,12826,3,4.8,2.8,6.0
438,438,2018-19,Spring,CS,4784,Human-Computer Interact Capstn,McCrickard,3.96,86.4,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,12833,3,4.5,3.4,15.0
439,439,2018-19,Spring,CS,4884,Comp Bio & Bioinfo Capstone,Murali,3.99,95.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,12835,3,4.1,3.1,22.0
440,440,2018-19,Spring,CS,3654,Intro Data Analytics & Visual,Jiang,3.55,36.4,27.3,13.6,18.2,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0,22,19849,3,2.8,4.5,10.0
441,441,2018-19,Spring,CS,4984,SS:Data Sci & Anlytcs Capstone,Mitra,3.84,68.2,22.7,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,20094,3,3.5,3.6,66.0
442,442,2020-21,Fall,CS,5204,Operating Systems,Butt,3.95,81.8,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,83111,3,4.5,4.0,2.0
443,443,2020-21,Fall,CS,5744,Software Design and Quality,Edwards,3.79,63.6,18.2,9.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,83134,3,2.5,4.8,16.0
444,444,2020-21,Fall,CS,4824,Machine Learning,Jin,3.21,13.6,36.4,0.0,22.7,9.1,9.1,9.1,0.0,0.0,0.0,0.0,0.0,2,22,92193,3,3.0,3.8,3.0
445,445,2020-21,Spring,CS,5014,Research Meth in CS,Shaffer,3.75,59.1,18.2,9.1,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,13278,3,3.7,3.4,18.0
446,446,2021-22,Spring,CS,5590,System and Software Security,Yao,3.84,68.2,18.2,9.1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,13425,3,4.0,3.0,1.0
447,447,2021-22,Spring,CS,4824,Machine Learning,Bhattacharya,2.82,36.4,0.0,0.0,36.4,0.0,0.0,9.1,0.0,0.0,9.1,0.0,9.1,3,22,20573,3,5.0,3.0,1.0
448,448,2022-23,Fall,CS,3654,Intro Data Analytics & Visual,Xing,3.2,31.8,31.8,4.5,13.6,0.0,4.5,4.5,0.0,0.0,0.0,0.0,9.1,1,22,83295,3,4.0,1.6,14.0
449,449,2022-23,Fall,CS,4704,Software Engineering Capstone,Noller,3.62,18.2,59.1,13.6,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,83325,3,2.3,4.5,34.0
450,450,2022-23,Fall,CS,5565,Network Arch and Protocols,Hasan,3.52,36.4,27.3,9.1,18.2,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0,22,83416,3,4.0,3.0,2.0
451,451,2022-23,Fall,CS,1114,Intro to Software Design,Senger,1.92,13.6,0.0,9.1,18.2,4.5,4.5,4.5,9.1,4.5,0.0,0.0,31.8,10,22,90770,3,5.0,3.8,57.0
452,452,2022-23,Spring,CS,3724,Human-Computr Intrctn,Kulak,3.25,22.7,22.7,18.2,9.1,13.6,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0,22,13396,3,1.5,3.9,8.0
453,453,2022-23,Spring,CS,5590,System and Software Security,Hicks,3.95,95.5,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,13546,3,0.0,0.0,0.0
454,454,2023-24,Fall,CS,5024,Ethics & Professionalism in CS,Greening,3.85,63.6,31.8,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,91197,3,3.5,3.1,58.0
455,455,2023-24,Fall,CS,6724,Advanced Topics HCI,Chen,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,91202,3,1.6,3.9,8.0
456,456,2023-24,Fall,CS,5806,Machine Learning,Eldardiry,3.58,22.7,50.0,4.5,18.2,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,92031,3,0.0,0.0,0.0
457,457,2018-19,Fall,CS,4984,SS:Big Data Text Summarization,Fox,3.73,60.9,13.0,13.0,8.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,90196,3,3.4,4.3,25.0
458,458,2018-19,Fall,CS,4644,Creative Computing Studio,Lee,3.66,34.8,39.1,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,90917,3,3.9,2.8,19.0
459,459,2018-19,Spring,CS,3654,Intro Data Analytics & Visual,North,3.48,39.1,26.1,13.0,4.3,4.3,4.3,8.7,0.0,0.0,0.0,0.0,0.0,0,23,12815,3,4.0,2.8,41.0
460,460,2019-20,Fall,CS,5704,Software Engineering,Kulczycki,3.38,39.1,26.1,8.7,13.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,4.3,0,23,82917,3,3.0,3.4,3.0
461,461,2019-20,Fall,CS,5724,Models of HCI,Harrison,3.96,95.7,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,82918,3,4.3,2.8,36.0
462,462,2019-20,Fall,CS,6604,TS: Digital Libraries,Fox,3.91,69.6,30.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,90122,3,3.4,4.3,25.0
463,463,2019-20,Spring,CS,4114,Formal Languages,Mohammed,3.3,21.7,13.0,21.7,30.4,8.7,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0,23,13027,3,4.7,3.3,3.0
464,464,2019-20,Spring,CS,5664,Social Media Analytics,Ramakrishnan,3.73,60.9,13.0,13.0,8.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,13155,3,5.0,4.0,3.0
465,465,2020-21,Fall,CS,4284,Systems & Networking Capstone,Nikolopoulos,3.59,39.1,17.4,26.1,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,83043,3,3.6,4.0,7.0
466,466,2020-21,Fall,CS,5040,Intermed Data Struct/Algorithm,Edmison,3.59,69.6,0.0,13.0,8.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0,23,91161,3,1.0,5.0,1.0
467,467,2020-21,Spring,CS,1014,Intro Computational Thinking,Gautam,3.07,21.7,26.1,8.7,21.7,4.3,4.3,0.0,4.3,0.0,0.0,0.0,8.7,1,23,13046,3,1.8,3.2,15.0
468,468,2020-21,Spring,CS,3414,Numerical Methods,Onufriev,2.84,13.0,26.1,13.0,13.0,4.3,8.7,8.7,0.0,0.0,4.3,0.0,8.7,3,23,13157,3,1.0,5.0,1.0
469,469,2020-21,Spring,CS,5714,Usability Engineering,McCrickard,3.99,95.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,13307,3,4.5,3.4,15.0
470,470,2020-21,Spring,CS,5814,Introduction to Deep Learning,Reddy,3.73,56.5,21.7,8.7,8.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,20423,3,3.5,3.4,14.0
471,471,2021-22,Fall,CS,5834,Intro to Urban Computing,Ramakrishnan,3.73,47.8,26.1,21.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,83238,3,5.0,4.0,3.0
472,472,2023-24,Fall,CS,4704,Software Engineering Capstone,Noller,3.51,26.1,26.1,26.1,17.4,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,83404,3,2.3,4.5,34.0
473,473,2023-24,Fall,CS,5560,Fundamentals of Info Security,Wang,3.9,78.3,17.4,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,83495,3,3.1,3.1,4.0
474,474,2023-24,Fall,CS,5040,Intermed Data Struct/Algorithm,Shaffer,3.54,47.8,13.0,8.7,17.4,8.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0,23,91139,3,3.7,3.4,18.0
475,475,2023-24,Fall,CS,6814,Science-Guided Mach Learning,Karpatne,3.96,87.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,91145,3,4.5,3.5,4.0
476,476,2018-19,Fall,CS,5565,Network Arch and Protocols,Yang,3.3,16.7,25.0,25.0,12.5,8.3,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0,24,82774,3,1.3,5.0,14.0
477,477,2018-19,Spring,CS,5704,Software Engineering,Balci,3.27,29.2,8.3,16.7,4.2,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,12881,3,1.5,4.4,10.0
478,478,2019-20,Spring,CS,2506,Intro to Computer Organization,Nikolopoulos,2.75,8.3,12.5,12.5,25.0,4.2,4.2,29.2,0.0,0.0,0.0,0.0,4.2,1,24,12959,3,3.6,4.0,7.0
479,479,2019-20,Spring,CS,3304,Comparative Languages,Gracanin,3.8,62.5,20.8,8.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,13011,3,1.6,4.4,7.0
480,480,2019-20,Spring,CS,4104,Data and Algorithm Analysis,Raghvendra,3.47,50.0,12.5,16.7,4.2,4.2,4.2,4.2,0.0,0.0,4.2,0.0,0.0,0,24,13025,3,3.0,4.5,2.0
481,481,2019-20,Spring,CS,4704,Software Engineering Capstone,Seyam,3.88,58.3,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,13038,3,5.0,3.0,160.0
482,482,2020-21,Fall,CS,5724,Models of HCI,McCrickard,3.98,91.7,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,83132,3,4.5,3.4,15.0
483,483,2020-21,Fall,CS,5764,Information Visualization,North,3.88,75.0,16.7,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,83135,3,4.0,2.8,41.0
484,484,2021-22,Fall,CS,3654,Intro Data Analytics & Visual,Wenskovitch,3.57,62.5,12.5,0.0,12.5,0.0,4.2,0.0,8.3,0.0,0.0,0.0,0.0,1,24,83115,3,4.1,2.9,18.0
485,485,2021-22,Fall,CS,3714,Mobile Software Development,Balci,3.19,25.0,16.7,25.0,4.2,12.5,8.3,0.0,0.0,4.2,4.2,0.0,0.0,6,24,83117,3,1.5,4.4,10.0
486,486,2021-22,Spring,CS,3654,Intro Data Analytics & Visual,Lucero,2.7,25.0,0.0,12.5,25.0,8.3,8.3,4.2,0.0,0.0,4.2,0.0,12.5,0,24,13289,3,3.5,4.1,9.0
487,487,2021-22,Spring,CS,5040,Intermed Data Struct/Algorithm,Edmison,3.86,87.5,4.2,4.2,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,1,24,13408,3,1.0,5.0,1.0
488,488,2021-22,Spring,CS,3724,Human-Computr Intrctn,Kulak,3.29,12.5,20.8,29.2,25.0,4.2,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0,24,21602,3,1.5,3.9,8.0
489,489,2022-23,Fall,CS,5724,Models of HCI,McCrickard,3.96,87.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,90783,3,4.5,3.4,15.0
490,490,2022-23,Spring,CS,4284,Systems & Networking Capstone,Cameron,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,13410,3,4.8,2.8,6.0
491,491,2022-23,Spring,CS,6204,TS: Advanced OS (AOS),Li,3.92,83.3,8.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,13625,3,3.0,4.0,18.0
492,492,2022-23,Spring,CS,5614,Database Management Systems,Lu,3.49,25.0,29.2,16.7,25.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,21254,3,3.2,2.9,16.0
493,493,2022-23,Spring,CS,5114,Theory of Algorithms,Raghvendra,3.72,66.7,8.3,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,21972,3,3.0,4.5,2.0
494,494,2023-24,Fall,CS,5914,TS:Hum-AI Intractn Pwrd by LLM,Rho,3.93,87.5,4.2,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,91237,3,2.8,3.9,5.0
